date	ISE1	ISE2	SP1	DAX1	FTSE1	NIKKEI1	BOVESPA1	EU1	EM	ISE3	ISE4	SP2	DAX2	FTSE2	NIKKE2	BOVESPA2	EU2	EM2
12-Mar-09	0,010974424	0,002741911	0,039921068	0,010703606	0,004942016	-0,024409814	0,008902402	0,009801191	0,005419475	0,013169309	0,003290293	0,031936854	0,008562885	0,005436218	-0,026850795	0,007567042	0,008331012	0,007045318
13-Mar-09	0,003213253	0,034066676	0,007709238	-0,000662468	0,011144266	0,05026001	-0,003505319	0,006193885	0,018689238	0,003855904	0,040880011	0,00616739	-0,000529974	0,012258693	0,055286011	-0,002979521	0,005264802	0,024296009
16-Mar-09	0,000214245	0,005609476	-0,003522156	0,022741267	0,028960896	0,017661194	-0,01051258	0,026677664	0,010253879	0,000257094	0,006731371	-0,002817725	0,018193014	0,031856986	0,019427313	-0,008935693	0,022676014	0,013330043
17-Mar-09	-0,00711875	-0,013630133	0,031634285	-0,014135646	-0,001787311	0,031303344	0,023145507	-0,005683706	0,002688691	-0,0085425	-0,01635616	0,025307428	-0,011308517	-0,001966042	0,034433678	0,019673681	-0,00483115	0,003495298
18-Mar-09	0,001891803	-0,000881369	0,020643416	0,00214176	-0,013599614	0,002894238	0,015844054	-0,004204775	0,006012506	0,002270164	-0,001057643	0,016514733	0,001713408	-0,014959575	0,003183662	0,013467446	-0,003574059	0,007816258
19-Mar-09	0,019874248	0,030888693	-0,013064131	0,011726823	0,003122584	-0,003293103	0,007717639	0,00702835	0,009847274	0,023849098	0,037066432	-0,010451305	0,009381458	0,003434842	-0,003622413	0,006559993	0,005974098	0,012801456
20-Mar-09	0,002918699	-0,000951721	-0,019967428	0,006232608	0,006788715	0,033362642	-0,009363155	0,003375003	-0,006654352	0,003502439	-0,001142065	-0,015973942	0,004986086	0,007467587	0,036698906	-0,007958682	0,002868753	-0,008650658
23-Mar-09	0,035968063	0,051330657	0,06836638	0,026109079	0,028196899	0	0,057290099	0,028379434	0,044121571	0,043161676	0,061596788	0,054693104	0,020887263	0,031016589	0	0,048696584	0,024122519	0,057358042
24-Mar-09	0,003298424	0,011893995	-0,020626376	0,002628016	-0,010503256	0,032662479	-0,022952804	-0,003923899	0,002296045	0,003958109	0,014272794	-0,016501101	0,002102413	-0,011553582	0,035928727	-0,019509883	-0,003335314	0,002984859
25-Mar-09	0,021165071	0,014858013	0,00958032	0,008543981	-0,002867459	-0,000979474	0,007757469	0,007125859	0,008309652	0,025398085	0,017829616	0,007664256	0,006835185	-0,003154205	-0,001077421	0,006593849	0,00605698	0,010802548
26-Mar-09	-0,004968387	0,00054608	0,023052626	0,008506817	0,006363832	0,018268453	0,018723588	0,004564397	0,016417645	-0,005962064	0,000655296	0,018442101	0,006805454	0,007000215	0,020125298	0,01591505	0,003879737	0,021342939
27-Mar-09	0,011247875	0,006408036	-0,020524738	-0,013191856	-0,006722843	-0,001084381	-0,016143127	-0,013192092	-0,006730861	0,01349745	0,007689643	-0,01641979	-0,010553485	-0,007395127	-0,001192819	-0,013721658	-0,011213278	-0,008750119
30-Mar-09	-0,021780194	-0,040576634	-0,035439358	-0,052331177	-0,035504525	-0,04636884	-0,030380243	-0,039575426	-0,038564463	-0,026136233	-0,048691961	-0,028351486	-0,041864942	-0,039054978	-0,051005724	-0,025823207	-0,033639112	-0,050133802
31-Mar-09	0,024406595	0,036216524	0,013044212	0,023664745	0,04245663	-0,015484589	0,006692924	0,033905256	0,007834221	0,029287914	0,043459829	0,01043537	0,018931796	0,046702293	-0,017033048	0,005688985	0,028819468	0,010184487
1-Apr-09	0,006913411	0,019586989	0,016421016	0,011273478	0,00748573	0,029450342	0,025332468	0,013131002	0,015339491	0,008296093	0,023504387	0,013136813	0,009018782	0,008234303	0,032395376	0,021532598	0,011161352	0,019941338
2-Apr-09	0,031401768	0,052522395	0,028322241	0,058950531	0,041933723	0,043103753	0,041073535	0,046299865	0,038506193	0,037682122	0,063026874	0,022657793	0,047160425	0,046127095	0,047414128	0,034912505	0,039354885	0,050058051
3-Apr-09	-0,005247358	0,010895898	0,009684728	0,000700361	-0,023374088	0,003441406	0,014865185	-0,013565922	0,004311521	-0,00629683	0,013075078	0,007747782	0,000560289	-0,025711497	0,003785547	0,012635407	-0,011531034	0,005604977
6-Apr-09	0,000735712	0,018613487	-0,008367252	-0,008055179	-0,009023892	0,012277689	-0,005058842	-0,00663938	0,004191931	0,000882854	0,022336184	-0,006693802	-0,006444143	-0,009926281	0,013505458	-0,004300016	-0,005643473	0,00544951
7-Apr-09	-0,010297613	-0,035028186	-0,024143678	-0,006298227	-0,015901395	-0,002835377	-0,007773473	-0,010973461	-0,005565862	-0,012357136	-0,042033823	-0,019314942	-0,005038582	-0,017491535	-0,003118915	-0,006607452	-0,009327442	-0,007235621
8-Apr-09	0,047238893	0,046046123	0,011714575	0,008160941	-0,001272913	-0,027295924	0,008113036	0,00457624	-0,007501084	0,056686672	0,055255348	0,00937166	0,006528753	-0,001400204	-0,030025516	0,006896081	0,003889804	-0,009751409
9-Apr-09	0,03177774	0,05155751	0,037347061	0,030107235	0,014717304	0,036672343	0,030251635	0,020350247	0,027695855	0,038133288	0,061869012	0,029877649	0,024085788	0,016189034	0,040339577	0,02571389	0,01729771	0,036004612
10-Apr-09	0,010170736	0,014648571	0,002530186	0	0,001329537	0,005374682	0,009898367	0	0,005385996	0,012204883	0,017578285	0,002024149	0	0,001462491	0,00591215	0,008413612	0	0,007001795
13-Apr-09	-0,013661316	-0,018458136	0	0	0	-0,004436367	0	0	0,005879636	-0,016393579	-0,022149763	0	0	0	-0,004880004	0	0	0,007643527
14-Apr-09	-0,010111415	-0,009219812	-0,02026854	0,014564593	0	-0,009202462	-0,012558966	0,010410568	0,007414113	-0,012133698	-0,011063774	-0,016214832	0,011651674	0	-0,010122708	-0,010675121	0,008848983	0,009638347
15-Apr-09	0,0057888	-0,007271922	0,012470933	-0,001585629	-0,005177582	-0,011341193	-0,003197674	-0,00569206	0,00271128	0,00694656	-0,008726306	0,009976746	-0,001268503	-0,00569534	-0,012475312	-0,002718023	-0,004838251	0,003524664
16-Apr-09	0,041454961	0,037113921	0,015419321	0,013029635	0,021094357	0,001405858	0,016473899	0,019679181	0,00243869	0,049745953	0,044536705	0,012335457	0,010423708	0,023203793	0,001546444	0,014002814	0,016727304	0,003170297
17-Apr-09	-0,002617982	-0,006440886	0,004957068	0,014511955	0,009771985	0,017247937	-0,005381101	0,015000818	-0,005525922	-0,003141578	-0,007729063	0,003965654	0,011609564	0,010749184	0,018972731	-0,004573936	0,012750695	-0,007183699
20-Apr-09	-0,030954776	-0,043561684	-0,043732255	-0,04159436	-0,025212563	0,001925716	-0,02982119	-0,033145055	-0,008357848	-0,037145731	-0,052274021	-0,034985804	-0,033275488	-0,027733819	0,002118288	-0,025348012	-0,028173297	-0,010865202
21-Apr-09	0,004548211	-0,013976351	0,021029382	0,003411245	-0,000852301	-0,024203839	0,010188062	0,000107111	-0,007276574	0,005457853	-0,016771621	0,016823506	0,002728996	-0,000937531	-0,026624223	0,008659853	9,10444E-05	-0,009459546
22-Apr-09	0,009655946	0,017986713	-0,007711286	0,02040297	0,01077559	0,001831566	0	0,014246565	-0,000966672	0,011587135	0,021584056	-0,006169029	0,016322376	0,011853149	0,002014723	0	0,01210958	-0,001256674
24-Apr-09	0,024517037	0,041463716	0,026531285	0,017241174	0,030613015	-0,002215049	0,041114235	0,019732664	0,022915147	0,029420444	0,049756459	0,021225028	0,013792939	0,033674317	-0,002436554	0,0349471	0,016772764	0,029789691
27-Apr-09	-0,004162916	-0,00776554	-0,010117621	0,004216312	0,002643279	0,002105043	-0,020564056	0,001193826	-0,01873672	-0,004995499	-0,009318648	-0,008094097	0,00337305	0,002907607	0,002315547	-0,017479448	0,001014752	-0,024357736
28-Apr-09	-0,012367953	-0,021244475	-0,002744255	-0,018631963	-0,017087813	-0,027013084	2,18E-05	-0,016191973	-0,013223984	-0,014841544	-0,02549337	-0,002195404	-0,01490557	-0,018796594	-0,029714392	1,85507E-05	-0,013763177	-0,017191179
29-Apr-09	0,05198032	0,073005406	0,021379806	0,020864204	0,022496725	0,038624986	0,030223262	0,021224456	0,025812429	0,062376384	0,087606487	0,017103845	0,016691363	0,024746398	0,042487485	0,025689773	0,018040788	0,033556158
30-Apr-09	0,029022746	0,040498015	-0,0009505	0,013698743	0,012830266	0	0,001333094	0,013364378	0,016444765	0,034827295	0,048597618	-0,0007604	0,010958994	0,014113293	0	0,00113313	0,011359721	0,021378195
4-May-09	0,016261076	0,015619342	0,038689132	0,027504086	0,021724277	0,061229315	0,06379152	0,015641377	0,047804531	0,019513291	0,01874321	0,030951306	0,022003269	0,023896705	0,067352247	0,054222792	0,01329517	0,06214589
5-May-09	0,025882269	0,042492156	-0,003798927	-0,010131828	0	0	0,005243643	0,004722386	0,004035826	0,031058723	0,050990587	-0,003039142	-0,008105462	0	0	0,004457097	0,004014028	0,005246574
6-May-09	0,021061108	0,015539992	0,017254573	0,005687449	0,013648963	0	0,016228371	0,012728662	0,011737376	0,02527333	0,01864799	0,013803658	0,004549959	0,015013859	0	0,013794115	0,010819363	0,015258589
7-May-09	-0,026273031	-0,01169267	-0,013290323	-0,015820981	0,000500273	0	-0,028380057	-0,005234116	-0,00246741	-0,031527637	-0,014031204	-0,010632258	-0,012656785	0,0005503	0	-0,024123048	-0,004448999	-0,003207633
8-May-09	-0,001123867	-0,005918252	0,02378394	0,022598204	0,014310465	0,005008903	0,026378015	0,016838852	0,010330863	-0,00134864	-0,007101902	0,019027152	0,018078563	0,015741512	0,005509793	0,022421313	0,014313024	0,013430122
11-May-09	-0,018541411	-0,018413175	-0,0217472	-0,009608685	-0,005979158	0,002028086	-0,008205415	-0,011834648	-0,005579355	-0,022249693	-0,02209581	-0,01739776	-0,007686948	-0,006577074	0,002230895	-0,006974603	-0,010059451	-0,007253162
12-May-09	0,025756738	0,020467942	-0,000979319	-0,00263347	-0,002257083	-0,016359317	-0,012833092	-0,004118204	-0,002245018	0,030908086	0,02456153	-0,000783455	-0,002106776	-0,002482791	-0,017995249	-0,010908128	-0,003500473	-0,002918523
13-May-09	-0,006508992	-0,000703323	-0,027263206	-0,026405979	-0,021492451	0,004493787	-0,033274117	-0,02444295	-0,010673606	-0,00781079	-0,000843988	-0,021810565	-0,021124783	-0,023641696	0,004943166	-0,028282999	-0,020776508	-0,013875688
14-May-09	0,008070571	-0,008364512	0,010298404	0,002294509	0,007177395	-0,026773548	0,015633439	0,004393536	-0,011305019	0,009684685	-0,010037414	0,008238723	0,001835607	0,007895135	-0,029450903	0,013288423	0,003734506	-0,014696525
15-May-09	0,011703446	0,019054811	-0,011475674	-0,000204728	-0,003329242	0,018660853	-0,00891802	0,002504001	0,008160491	0,014044135	0,022865773	-0,009180539	-0,000163782	-0,003662166	0,020526938	-0,007580317	0,002128401	0,010608638
18-May-09	0,00540756	0,008294571	0,029936576	0,023873177	0,022378302	-0,024731766	0,048899958	0,021345107	0,027348038	0,006489072	0,009953485	0,023949261	0,019098542	0,024616132	-0,027204943	0,041564964	0,018143341	0,035552449
20-May-09	0,042840743	0,06128487	-0,006882962	0,037812995	0,004913133	0,033288664	-0,004245051	0,01755585	0,023405287	0,051408892	0,073541844	-0,00550637	0,030250396	0,005404446	0,03661753	-0,003608293	0,014922473	0,030426873
21-May-09	-0,011999815	-0,012065934	-0,01689961	-0,027823812	-0,027889576	-0,008650804	-0,022856559	-0,020868958	-0,017031881	-0,014399778	-0,014479121	-0,013519688	-0,02225905	-0,030678534	-0,009515884	-0,019428075	-0,017738614	-0,022141445
22-May-09	0,008430531	0,008559532	-0,001498313	0,003682503	0,004546089	-0,004147121	0,009557472	-0,000809664	0,00213008	0,010116637	0,010271438	-0,00119865	0,002946002	0,005000698	-0,004561833	0,008123851	-0,000688214	0,002769104
25-May-09	0,011166484	0,002812079	0,025962189	-6,10E-05	0,010573187	0,013050445	0,0048923	0,00163058	0,000841483	0,013399781	0,003374495	0,020769751	-4,87944E-05	0,011630506	0,01435549	0,004158455	0,001385993	0,001093928
26-May-09	-0,015572642	-0,022049112	0	0,013560317	0	-0,003879345	0,019970076	0,00693029	-0,005331499	-0,01868717	-0,026458934	0	0,010848254	0	-0,00426728	0,016974565	0,005890747	-0,006930949
27-May-09	0,008801231	0,006089365	-0,019153403	0,003038143	0,001019495	0,013649584	-0,000945645	0,003596128	0,016360679	0,010561477	0,007307238	-0,015322722	0,002430514	0,001121445	0,015014542	-0,000803798	0,003056709	0,021268883
28-May-09	-0,004209168	-0,00946971	0,015301234	-0,013668905	-0,006520009	0,001336146	0,023829502	-0,009320093	0,008582894	-0,005051002	-0,011363652	0,012240987	-0,010935124	-0,007172013	0,001469761	0,020255077	-0,007922079	0,011157762
29-May-09	-0,000514681	0,01745131	0,013483449	0,001608313	0,006904881	0,007495599	0,002955602	0,002727525	0,007760751	-0,000617617	0,020941572	0,010786759	0,00128665	0,007595369	0,008245159	0,002512262	0,002318396	0,010088976
1-Jun-09	0,028131284	0,036775968	0,025489965	0,040019701	0,019789756	0,016172017	0,023922986	0,022988538	0,029978301	0,033757541	0,044131162	0,020391972	0,032015761	0,021768732	0,017789219	0,020334538	0,019540257	0,038971791
2-Jun-09	-0,007792426	-0,010423561	0,001981342	0,000291641	-0,006501047	0,00274068	-0,008959741	0,000450926	-0,006630541	-0,009350911	-0,012508273	0,001585074	0,000233313	-0,007151152	0,003014748	-0,00761578	0,000383287	-0,008619703
3-Jun-09	-0,022362446	-0,020392771	-0,013834487	-0,01755778	-0,0211285	0,003842444	-0,036068649	-0,019199926	-0,013026704	-0,026834935	-0,024471325	-0,01106759	-0,014046224	-0,02324135	0,004226688	-0,030658352	-0,016319937	-0,016934715
4-Jun-09	-0,019171953	-0,026503017	0,011418207	0,002029779	0,000798148	-0,007491806	0,026093133	0,001198657	-0,001283652	-0,023006344	-0,03180362	0,009134566	0,001623823	0,000877963	-0,008240987	0,022179163	0,001018858	-0,001668748
5-Jun-09	0,013947094	0,014207147	-0,002517863	0,002411795	0,011716184	0,010192006	-0,002303264	0,006255363	0,007195201	0,016736513	0,017048576	-0,00201429	0,001929436	0,012887802	0,011211207	-0,001957774	0,005317059	0,009353761
8-Jun-09	-0,032005875	-0,043297074	-0,001011052	-0,014344978	-0,00755335	0,009944239	0,005403347	-0,010088166	-0,010536916	-0,03840705	-0,051956489	-0,000808842	-0,011475982	-0,008308685	0,010938663	0,004592845	-0,008574941	-0,013697991
9-Jun-09	0,004478365	0,006670686	0,003497083	-0,001371646	-9,08E-05	-0,008020417	-0,008858814	0,002247523	-0,005148888	0,005374038	0,008004823	0,002797666	-0,001097317	-9,98865E-05	-0,008822459	-0,007529992	0,001910395	-0,006693554
10-Jun-09	0,017089104	0,02671333	-0,003486435	0,010612059	0,00723854	0,020697148	0,004766918	0,009563579	0,019623396	0,020506925	0,032055996	-0,002789148	0,008489647	0,007962394	0,022766863	0,00405188	0,008129042	0,025510415
11-Jun-09	0,00967985	0,006414361	0,006093308	0,011041178	0,005641288	-0,001017383	0,002748462	0,007607936	0,002888594	0,01161582	0,007697233	0,004874646	0,008832942	0,006205417	-0,001119121	0,002336193	0,006466746	0,003755172
12-Jun-09	0,002670961	0,008682443	0,001396013	-0,007472152	-0,004469959	0,015359336	0	-0,003360153	-0,002180222	0,003205153	0,010418932	0,00111681	-0,005977722	-0,004916955	0,01689527	0	-0,00285613	-0,002834289
